Year,TimePeriodID,Lat,Lon,QuadID,Eff1Type,Effort
1960,1,0,20,3,NO.HOOKS,2412
1960,1,5,5,2,NO.HOOKS,14311
1960,1,5,25,3,NO.HOOKS,104220
1960,1,5,30,3,NO.HOOKS,220852
1960,1,10,20,3,NO.HOOKS,38793
1960,1,10,25,3,NO.HOOKS,102845
1960,1,10,30,3,NO.HOOKS,19899
1960,1,15,20,3,NO.HOOKS,44488
1960,2,0,0,2,NO.HOOKS,138671
1960,2,0,5,2,NO.HOOKS,255671
1960,2,0,5,3,NO.HOOKS,4181
1960,2,5,0,2,NO.HOOKS,4476
1960,2,5,5,2,NO.HOOKS,134265
1960,2,5,5,3,NO.HOOKS,15383
1960,2,5,30,3,NO.HOOKS,188944
1960,3,0,0,2,NO.HOOKS,450283
1960,3,0,0,3,NO.HOOKS,18492
1960,3,0,5,2,NO.HOOKS,352662
1960,3,0,5,3,NO.HOOKS,26532
1960,3,5,5,2,NO.HOOKS,123679
1960,3,5,5,3,NO.HOOKS,9326
1960,3,5,30,3,NO.HOOKS,58007
1960,4,0,0,2,NO.HOOKS,526990
1960,4,0,0,3,NO.HOOKS,16605
1960,4,0,5,2,NO.HOOKS,56937
1960,4,0,5,3,NO.HOOKS,16884
1960,4,0,10,3,NO.HOOKS,10184
1960,4,0,15,3,NO.HOOKS,2519
1960,4,0,20,3,NO.HOOKS,17731
1960,4,0,25,3,NO.HOOKS,8994
1960,4,0,30,3,NO.HOOKS,29681
1960,4,5,15,3,NO.HOOKS,2519
1960,4,5,30,3,NO.HOOKS,48106
1960,5,0,0,2,NO.HOOKS,26210
1960,5,0,10,3,NO.HOOKS,28783
1960,5,0,15,3,NO.HOOKS,68415
1960,5,0,20,3,NO.HOOKS,147920
1960,5,0,25,3,NO.HOOKS,44567
1960,5,0,30,3,NO.HOOKS,9273
1960,5,5,10,3,NO.HOOKS,2412
1960,6,0,0,3,NO.HOOKS,2701
1960,6,0,25,3,NO.HOOKS,12060
1960,6,0,30,3,NO.HOOKS,66518
1960,6,5,20,3,NO.HOOKS,2680
1960,6,5,25,3,NO.HOOKS,45903
1960,6,5,30,3,NO.HOOKS,5360
1960,6,10,20,3,NO.HOOKS,2680
1960,6,20,25,3,NO.HOOKS,2680
1960,6,20,30,3,NO.HOOKS,2680
1960,7,0,30,3,NO.HOOKS,23852
1960,7,5,25,3,NO.HOOKS,2441
1960,8,10,15,3,NO.HOOKS,2037
1960,8,15,15,3,NO.HOOKS,2037
1960,8,25,15,3,NO.HOOKS,2037
1960,9,5,25,3,NO.HOOKS,4824
1960,9,10,20,3,NO.HOOKS,2988
1960,9,10,25,3,NO.HOOKS,2988
1960,10,0,30,3,NO.HOOKS,30056
1960,10,0,35,3,NO.HOOKS,23370
1960,10,5,5,3,NO.HOOKS,43429
1960,10,5,10,3,NO.HOOKS,57995
1960,10,5,15,3,NO.HOOKS,52086
1960,10,5,20,3,NO.HOOKS,12611
1960,10,5,35,3,NO.HOOKS,2546
1960,10,10,10,3,NO.HOOKS,2546
1960,10,10,15,3,NO.HOOKS,5092
1960,11,0,0,2,NO.HOOKS,37473
1960,11,0,5,2,NO.HOOKS,21963
1960,11,0,20,3,NO.HOOKS,49975
1960,11,0,25,3,NO.HOOKS,46801
1960,11,0,30,3,NO.HOOKS,30418
1960,11,0,35,3,NO.HOOKS,8576
1960,11,0,40,3,NO.HOOKS,14740
1960,11,5,0,2,NO.HOOKS,7477
1960,11,5,0,3,NO.HOOKS,86463
1960,11,5,5,3,NO.HOOKS,157148
1960,11,5,10,3,NO.HOOKS,68092
1960,11,5,15,3,NO.HOOKS,233863
1960,11,5,20,3,NO.HOOKS,340293
1960,11,5,25,3,NO.HOOKS,159862
1960,11,5,30,3,NO.HOOKS,8469
1960,11,10,0,3,NO.HOOKS,9219
1960,11,10,5,3,NO.HOOKS,5186
1960,11,10,10,3,NO.HOOKS,2881
1960,11,10,15,3,NO.HOOKS,47408
1960,11,10,20,3,NO.HOOKS,316835
1960,11,10,25,3,NO.HOOKS,56789
1960,12,0,0,2,NO.HOOKS,170459
1960,12,0,0,3,NO.HOOKS,2492
1960,12,0,5,2,NO.HOOKS,105428
1960,12,0,30,3,NO.HOOKS,2948
1960,12,5,0,2,NO.HOOKS,45421
1960,12,5,0,3,NO.HOOKS,5392
1960,12,5,5,2,NO.HOOKS,221021
1960,12,5,5,3,NO.HOOKS,5392
1960,12,5,20,3,NO.HOOKS,37828
1960,12,5,25,3,NO.HOOKS,257957
1960,12,5,30,3,NO.HOOKS,82295
1960,12,10,15,3,NO.HOOKS,116674
1960,12,10,20,3,NO.HOOKS,457145
1960,12,10,25,3,NO.HOOKS,676716
1960,12,10,30,3,NO.HOOKS,140894
1960,12,15,15,3,NO.HOOKS,2626
1960,12,15,20,3,NO.HOOKS,2626
1960,12,15,25,3,NO.HOOKS,4556
1961,1,0,0,2,NO.HOOKS,181428
1961,1,0,0,3,NO.HOOKS,60306
1961,1,0,5,2,NO.HOOKS,42280
1961,1,0,5,3,NO.HOOKS,5191
1961,1,5,0,2,NO.HOOKS,21592
1961,1,5,0,3,NO.HOOKS,11933
1961,1,5,5,2,NO.HOOKS,320902
1961,1,5,10,2,NO.HOOKS,176845
1961,1,5,15,3,NO.HOOKS,2580
1961,1,5,25,3,NO.HOOKS,37496
1961,1,5,30,3,NO.HOOKS,306616
1961,1,5,35,3,NO.HOOKS,2367
1961,1,10,5,2,NO.HOOKS,18950
1961,1,10,10,2,NO.HOOKS,121046
1961,1,10,15,3,NO.HOOKS,17738
1961,1,10,25,3,NO.HOOKS,59230
1961,1,10,30,3,NO.HOOKS,233128
1961,1,15,20,3,NO.HOOKS,84334
1961,2,0,0,2,NO.HOOKS,241469
1961,2,0,0,3,NO.HOOKS,171294
1961,2,0,5,2,NO.HOOKS,198976
1961,2,0,5,3,NO.HOOKS,4825
1961,2,5,5,2,NO.HOOKS,502480
1961,2,5,10,2,NO.HOOKS,112493
1961,2,5,25,3,NO.HOOKS,11971
1961,2,5,30,3,NO.HOOKS,137837
1961,2,10,5,2,NO.HOOKS,5390
1961,2,10,10,2,NO.HOOKS,51564
1961,2,10,15,3,NO.HOOKS,12719
1961,2,10,20,3,NO.HOOKS,19737
1961,2,10,25,3,NO.HOOKS,154107
1961,2,10,30,3,NO.HOOKS,8579
1961,2,15,20,3,NO.HOOKS,8333
1961,2,15,25,3,NO.HOOKS,2780
1961,3,0,0,2,NO.HOOKS,114343
1961,3,0,0,3,NO.HOOKS,268448
1961,3,0,5,2,NO.HOOKS,46007
1961,3,0,5,3,NO.HOOKS,106446
1961,3,0,10,3,NO.HOOKS,2412
1961,3,5,0,2,NO.HOOKS,44651
1961,3,5,0,3,NO.HOOKS,67506
1961,3,5,5,2,NO.HOOKS,144325
1961,3,5,5,3,NO.HOOKS,4941
1961,3,5,10,2,NO.HOOKS,55996
1961,3,5,25,3,NO.HOOKS,9288
1961,3,5,30,3,NO.HOOKS,106535
1961,3,10,25,3,NO.HOOKS,191214
1961,3,10,30,3,NO.HOOKS,23897
1961,4,0,0,2,NO.HOOKS,14510
1961,4,0,0,3,NO.HOOKS,274441
1961,4,0,5,2,NO.HOOKS,9657
1961,4,0,5,3,NO.HOOKS,35955
1961,4,0,10,3,NO.HOOKS,10439
1961,4,0,15,3,NO.HOOKS,23261
1961,4,5,0,2,NO.HOOKS,84785
1961,4,5,5,2,NO.HOOKS,175208
1961,4,5,10,2,NO.HOOKS,20640
1961,4,5,15,3,NO.HOOKS,2580
1961,4,5,20,3,NO.HOOKS,20382
1961,4,5,25,3,NO.HOOKS,2322
1961,4,5,30,3,NO.HOOKS,9030
1961,4,10,5,2,NO.HOOKS,24768
1961,4,10,10,2,NO.HOOKS,2497
1961,4,10,15,3,NO.HOOKS,7740
1961,4,10,20,3,NO.HOOKS,20511
1961,4,10,25,3,NO.HOOKS,111708
1961,4,10,30,3,NO.HOOKS,11288
1961,5,0,0,2,NO.HOOKS,4551
1961,5,0,0,3,NO.HOOKS,2709
1961,5,0,5,3,NO.HOOKS,117534
1961,5,0,10,3,NO.HOOKS,397548
1961,5,0,15,3,NO.HOOKS,147119
1961,5,0,20,3,NO.HOOKS,23576
1961,5,0,25,3,NO.HOOKS,21543
1961,5,0,30,3,NO.HOOKS,2425
1961,5,0,35,3,NO.HOOKS,4272
1961,5,5,5,2,NO.HOOKS,15241
1961,5,5,10,3,NO.HOOKS,16254
1961,5,5,15,3,NO.HOOKS,29489
1961,5,5,20,3,NO.HOOKS,36378
1961,5,5,25,3,NO.HOOKS,55996
1961,5,5,30,3,NO.HOOKS,21362
1961,5,10,20,3,NO.HOOKS,5031
1961,5,10,25,3,NO.HOOKS,27916
1961,6,0,5,2,NO.HOOKS,5160
1961,6,0,25,3,NO.HOOKS,6902
1961,6,0,30,3,NO.HOOKS,25787
1961,6,5,5,2,NO.HOOKS,114733
1961,6,5,5,3,NO.HOOKS,78484
1961,6,5,20,3,NO.HOOKS,7934
1961,6,5,25,3,NO.HOOKS,38352
1961,6,5,30,3,NO.HOOKS,248097
1961,6,5,35,3,NO.HOOKS,2296
1961,6,10,20,3,NO.HOOKS,5547
1961,6,10,25,3,NO.HOOKS,4592
1961,6,10,30,3,NO.HOOKS,57682
1961,6,25,40,3,NO.HOOKS,1806
1961,6,30,40,3,NO.HOOKS,4902
1961,7,0,0,2,NO.HOOKS,8417
1961,7,0,5,2,NO.HOOKS,19407
1961,7,0,10,2,NO.HOOKS,17338
1961,7,0,30,3,NO.HOOKS,5999
1961,7,0,35,3,NO.HOOKS,2322
1961,7,5,0,2,NO.HOOKS,182335
1961,7,5,5,2,NO.HOOKS,421302
1961,7,5,5,3,NO.HOOKS,29102
1961,7,5,10,2,NO.HOOKS,192551
1961,7,5,10,3,NO.HOOKS,3096
1961,7,5,25,3,NO.HOOKS,8127
1961,7,5,30,3,NO.HOOKS,169374
1961,7,10,0,2,NO.HOOKS,21943
1961,7,10,5,2,NO.HOOKS,100794
1961,7,10,10,2,NO.HOOKS,100695
1961,7,10,20,3,NO.HOOKS,50246
1961,7,10,25,3,NO.HOOKS,5805
1961,7,10,30,3,NO.HOOKS,70944
1961,7,10,35,3,NO.HOOKS,5147
1961,7,15,20,3,NO.HOOKS,5418
1961,7,15,25,3,NO.HOOKS,2709
1961,7,20,35,3,NO.HOOKS,2451
1961,7,25,40,3,NO.HOOKS,7183
1961,7,25,45,3,NO.HOOKS,4138
1961,7,30,45,3,NO.HOOKS,20795
1961,8,5,5,2,NO.HOOKS,16835
1961,8,5,10,2,NO.HOOKS,186592
1961,8,5,30,3,NO.HOOKS,4992
1961,8,10,0,2,NO.HOOKS,5676
1961,8,10,5,2,NO.HOOKS,171400
1961,8,10,10,2,NO.HOOKS,530769
1961,8,15,10,2,NO.HOOKS,2806
1961,8,25,35,3,NO.HOOKS,2322
1961,9,5,5,3,NO.HOOKS,23994
1961,9,10,0,2,NO.HOOKS,99246
1961,10,0,0,2,NO.HOOKS,5483
1961,10,0,0,3,NO.HOOKS,9165
1961,10,0,5,3,NO.HOOKS,2774
1961,10,0,15,3,NO.HOOKS,12900
1961,10,0,25,3,NO.HOOKS,48922
1961,10,5,0,2,NO.HOOKS,10965
1961,10,5,0,3,NO.HOOKS,75233
1961,10,5,5,2,NO.HOOKS,50568
1961,10,5,5,3,NO.HOOKS,337690
1961,10,5,10,2,NO.HOOKS,94428
1961,10,5,10,3,NO.HOOKS,127433
1961,10,5,15,3,NO.HOOKS,10836
1961,10,5,25,3,NO.HOOKS,4709
1961,10,10,0,2,NO.HOOKS,238650
1961,10,10,0,3,NO.HOOKS,13448
1961,10,10,5,2,NO.HOOKS,102736
1961,10,10,5,3,NO.HOOKS,7740
1961,10,10,10,2,NO.HOOKS,56141
1961,10,15,10,2,NO.HOOKS,11223
1961,11,0,0,2,NO.HOOKS,10965
1961,11,0,5,2,NO.HOOKS,206653
1961,11,0,10,2,NO.HOOKS,25125
1961,11,0,10,3,NO.HOOKS,2064
1961,11,0,15,3,NO.HOOKS,11791
1961,11,0,20,3,NO.HOOKS,7663
1961,11,5,0,2,NO.HOOKS,34856
1961,11,5,0,3,NO.HOOKS,23697
1961,11,5,5,2,NO.HOOKS,41164
1961,11,5,5,3,NO.HOOKS,65564
1961,11,5,10,2,NO.HOOKS,133489
1961,11,5,10,3,NO.HOOKS,215942
1961,11,5,15,3,NO.HOOKS,225511
1961,11,5,20,3,NO.HOOKS,61120
1961,11,5,25,3,NO.HOOKS,11120
1961,11,10,0,2,NO.HOOKS,184483
1961,11,10,0,3,NO.HOOKS,57740
1961,11,10,5,2,NO.HOOKS,282842
1961,11,10,10,2,NO.HOOKS,22601
1961,11,10,10,3,NO.HOOKS,2516
1961,11,10,15,3,NO.HOOKS,96028
1961,11,10,20,3,NO.HOOKS,11896
1961,11,10,25,3,NO.HOOKS,53055
1961,11,10,30,3,NO.HOOKS,4812
1961,11,15,0,2,NO.HOOKS,21827
1961,11,15,0,3,NO.HOOKS,68404
1961,11,15,5,2,NO.HOOKS,2580
1961,11,15,5,3,NO.HOOKS,16061
1961,11,15,10,2,NO.HOOKS,6063
1961,11,15,15,3,NO.HOOKS,10062
1961,11,30,35,3,NO.HOOKS,12642
1961,11,30,40,3,NO.HOOKS,2580
1961,12,0,0,2,NO.HOOKS,20318
1961,12,0,0,3,NO.HOOKS,2903
1961,12,0,5,2,NO.HOOKS,196356
1961,12,0,10,2,NO.HOOKS,8579
1961,12,0,10,3,NO.HOOKS,65081
1961,12,0,15,3,NO.HOOKS,15287
1961,12,5,5,2,NO.HOOKS,5676
1961,12,5,10,3,NO.HOOKS,8321
1961,12,5,15,3,NO.HOOKS,6192
1961,12,5,20,3,NO.HOOKS,90107
1961,12,5,25,3,NO.HOOKS,67125
1961,12,5,30,3,NO.HOOKS,146628
1961,12,10,10,3,NO.HOOKS,9501
1961,12,10,15,3,NO.HOOKS,529603
1961,12,10,20,3,NO.HOOKS,210285
1961,12,10,25,3,NO.HOOKS,138898
1961,12,10,30,3,NO.HOOKS,67473
1961,12,15,0,3,NO.HOOKS,67744
1961,12,15,10,3,NO.HOOKS,5121
1961,12,15,15,3,NO.HOOKS,449423
1961,12,15,20,3,NO.HOOKS,158335
1961,12,25,40,3,NO.HOOKS,1290
1961,12,30,35,3,NO.HOOKS,13803
1961,12,30,40,3,NO.HOOKS,23027
1962,1,0,0,3,NO.HOOKS,143417
1962,1,0,5,2,NO.HOOKS,14619
1962,1,0,5,3,NO.HOOKS,22827
1962,1,0,10,3,NO.HOOKS,270804
1962,1,0,15,3,NO.HOOKS,358580
1962,1,5,5,2,NO.HOOKS,9904
1962,1,5,20,3,NO.HOOKS,34981
1962,1,5,25,3,NO.HOOKS,292560
1962,1,5,30,3,NO.HOOKS,717093
1962,1,10,10,3,NO.HOOKS,41778
1962,1,10,15,3,NO.HOOKS,104284
1962,1,10,20,3,NO.HOOKS,143232
1962,1,10,25,3,NO.HOOKS,704802
1962,1,10,30,3,NO.HOOKS,252398
1962,1,15,10,3,NO.HOOKS,306111
1962,1,15,15,3,NO.HOOKS,487028
1962,1,15,20,3,NO.HOOKS,34859
1962,1,25,0,2,NO.HOOKS,4152
1962,2,0,0,2,NO.HOOKS,122242
1962,2,0,0,3,NO.HOOKS,300743
1962,2,0,5,2,NO.HOOKS,23848
1962,2,0,5,3,NO.HOOKS,278366
1962,2,0,10,3,NO.HOOKS,110140
1962,2,0,15,3,NO.HOOKS,9169
1962,2,0,20,3,NO.HOOKS,4360
1962,2,0,30,3,NO.HOOKS,24954
1962,2,5,0,2,NO.HOOKS,379268
1962,2,5,0,3,NO.HOOKS,392892
1962,2,5,5,2,NO.HOOKS,150942
1962,2,5,5,3,NO.HOOKS,253168
1962,2,5,10,2,NO.HOOKS,40049
1962,2,5,10,3,NO.HOOKS,8486
1962,2,5,15,3,NO.HOOKS,3633
1962,2,5,20,3,NO.HOOKS,25673
1962,2,5,25,3,NO.HOOKS,59166
1962,2,5,30,3,NO.HOOKS,252905
1962,2,10,0,2,NO.HOOKS,15397
1962,2,10,5,2,NO.HOOKS,42402
1962,2,10,5,3,NO.HOOKS,16695
1962,2,10,10,2,NO.HOOKS,120062
1962,2,10,10,3,NO.HOOKS,40586
1962,2,10,20,3,NO.HOOKS,185888
1962,2,10,30,3,NO.HOOKS,8131
1962,2,15,5,3,NO.HOOKS,12767
1962,2,15,10,3,NO.HOOKS,100146
1962,2,15,15,3,NO.HOOKS,23191
1962,2,15,20,3,NO.HOOKS,297620
1962,2,15,25,3,NO.HOOKS,54322
1962,3,0,0,2,NO.HOOKS,269849
1962,3,0,0,3,NO.HOOKS,985143
1962,3,0,5,2,NO.HOOKS,37420
1962,3,0,5,3,NO.HOOKS,218113
1962,3,0,10,3,NO.HOOKS,91657
1962,3,0,15,3,NO.HOOKS,21229
1962,3,0,20,3,NO.HOOKS,51890
1962,3,5,0,2,NO.HOOKS,358880
1962,3,5,0,3,NO.HOOKS,242132
1962,3,5,5,2,NO.HOOKS,225817
1962,3,5,5,3,NO.HOOKS,18276
1962,3,5,10,2,NO.HOOKS,112692
1962,3,5,10,3,NO.HOOKS,3547
1962,3,5,15,3,NO.HOOKS,3197
1962,3,5,30,3,NO.HOOKS,12197
1962,3,10,5,2,NO.HOOKS,189175
1962,3,10,10,2,NO.HOOKS,248601
1962,3,10,25,3,NO.HOOKS,92399
1962,3,15,15,3,NO.HOOKS,16089
1962,3,15,20,3,NO.HOOKS,29073
1962,3,15,25,3,NO.HOOKS,256023
1962,3,15,30,3,NO.HOOKS,22672
1962,4,0,0,2,NO.HOOKS,43286
1962,4,0,0,3,NO.HOOKS,42895
1962,4,0,5,2,NO.HOOKS,24281
1962,4,0,5,3,NO.HOOKS,65498
1962,4,0,10,3,NO.HOOKS,122640
1962,4,0,15,3,NO.HOOKS,108090
1962,4,0,20,3,NO.HOOKS,30085
1962,4,0,30,3,NO.HOOKS,156906
1962,4,0,35,3,NO.HOOKS,27178
1962,4,5,0,2,NO.HOOKS,348024
1962,4,5,0,3,NO.HOOKS,127760
1962,4,5,5,2,NO.HOOKS,327783
1962,4,5,10,2,NO.HOOKS,73784
1962,4,5,10,3,NO.HOOKS,16349
1962,4,5,20,3,NO.HOOKS,89597
1962,4,5,25,3,NO.HOOKS,12802
1962,4,5,30,3,NO.HOOKS,74831
1962,4,10,5,2,NO.HOOKS,86673
1962,4,10,10,2,NO.HOOKS,3547
1962,4,10,20,3,NO.HOOKS,3875
1962,4,10,25,3,NO.HOOKS,102791
1962,4,15,25,3,NO.HOOKS,14722
1962,4,20,25,3,NO.HOOKS,19462
1962,5,0,25,3,NO.HOOKS,15570
1962,5,0,30,3,NO.HOOKS,127724
1962,5,0,35,3,NO.HOOKS,58218
1962,5,0,40,3,NO.HOOKS,3720
1962,5,5,30,3,NO.HOOKS,7439
1962,6,0,0,2,NO.HOOKS,14619
1962,6,0,5,3,NO.HOOKS,43855
1962,6,0,10,3,NO.HOOKS,29237
1962,6,0,30,3,NO.HOOKS,181235
1962,6,5,0,2,NO.HOOKS,5536
1962,6,5,5,2,NO.HOOKS,261922
1962,6,5,30,3,NO.HOOKS,15570
1962,6,10,5,2,NO.HOOKS,46018
1962,6,10,10,2,NO.HOOKS,6574
1962,7,0,0,3,NO.HOOKS,8633
1962,7,0,30,3,NO.HOOKS,29168
1962,7,5,0,2,NO.HOOKS,326079
1962,7,5,0,3,NO.HOOKS,34245
1962,7,5,5,2,NO.HOOKS,176719
1962,7,5,10,2,NO.HOOKS,15051
1962,7,10,0,2,NO.HOOKS,226111
1962,7,10,5,2,NO.HOOKS,88230
1962,7,10,10,2,NO.HOOKS,15051
1962,7,15,5,2,NO.HOOKS,45672
1962,7,20,5,2,NO.HOOKS,7785
1962,7,25,5,2,NO.HOOKS,3893
1962,8,10,0,2,NO.HOOKS,644477
1962,8,10,0,3,NO.HOOKS,16997
1962,8,10,5,2,NO.HOOKS,210541
1962,8,15,0,2,NO.HOOKS,6686
1962,9,5,5,3,NO.HOOKS,8477
1962,9,5,15,3,NO.HOOKS,15830
1962,9,10,0,2,NO.HOOKS,171702
1962,9,10,0,3,NO.HOOKS,57955
1962,9,10,5,2,NO.HOOKS,24220
1962,9,15,0,2,NO.HOOKS,266733
1962,9,15,0,3,NO.HOOKS,49976
1962,9,20,5,2,NO.HOOKS,12767
1962,10,0,5,3,NO.HOOKS,3720
1962,10,0,10,3,NO.HOOKS,25161
1962,10,0,15,3,NO.HOOKS,11159
1962,10,0,25,3,NO.HOOKS,3806
1962,10,0,30,3,NO.HOOKS,5571
1962,10,5,5,3,NO.HOOKS,33328
1962,10,5,10,2,NO.HOOKS,63577
1962,10,5,10,3,NO.HOOKS,333437
1962,10,5,15,3,NO.HOOKS,118107
1962,10,5,20,3,NO.HOOKS,4394
1962,10,5,25,3,NO.HOOKS,31105
1962,10,5,30,3,NO.HOOKS,233697
1962,10,10,0,2,NO.HOOKS,232524
1962,10,10,5,2,NO.HOOKS,8131
1962,10,10,10,2,NO.HOOKS,36589
1962,10,10,15,3,NO.HOOKS,84144
1962,10,10,20,3,NO.HOOKS,15570
1962,10,15,0,2,NO.HOOKS,383288
1962,10,15,0,3,NO.HOOKS,34548
1962,10,15,5,2,NO.HOOKS,8114
1962,10,20,0,3,NO.HOOKS,31659
1962,10,20,5,2,NO.HOOKS,8122
1962,10,20,5,3,NO.HOOKS,39444
1962,11,0,0,3,NO.HOOKS,7007
1962,11,0,5,3,NO.HOOKS,10622
1962,11,0,10,3,NO.HOOKS,15951
1962,11,0,15,3,NO.HOOKS,3979
1962,11,0,20,3,NO.HOOKS,3979
1962,11,0,25,3,NO.HOOKS,70823
1962,11,0,30,3,NO.HOOKS,3893
1962,11,5,0,3,NO.HOOKS,9861
1962,11,5,5,3,NO.HOOKS,7500
1962,11,5,10,2,NO.HOOKS,75687
1962,11,5,10,3,NO.HOOKS,49212
1962,11,5,15,3,NO.HOOKS,18598
1962,11,5,20,3,NO.HOOKS,62366
1962,11,5,25,3,NO.HOOKS,204289
1962,11,5,30,3,NO.HOOKS,391893
1962,11,10,0,3,NO.HOOKS,9861
1962,11,10,10,2,NO.HOOKS,40197
1962,11,10,10,3,NO.HOOKS,482440
1962,11,10,15,3,NO.HOOKS,333241
1962,11,10,20,3,NO.HOOKS,487324
1962,11,10,25,3,NO.HOOKS,457514
1962,11,10,30,3,NO.HOOKS,73003
1962,11,15,0,2,NO.HOOKS,332930
1962,11,15,0,3,NO.HOOKS,22846
1962,11,15,5,2,NO.HOOKS,3633
1962,11,15,10,3,NO.HOOKS,12456
1962,11,15,15,3,NO.HOOKS,387184
1962,11,15,20,3,NO.HOOKS,238108
1962,11,20,0,2,NO.HOOKS,112009
1962,11,20,0,3,NO.HOOKS,23095
1962,11,20,5,2,NO.HOOKS,38787
1962,11,20,5,3,NO.HOOKS,19722
1962,11,20,20,3,NO.HOOKS,26469
1962,12,0,0,2,NO.HOOKS,3979
1962,12,0,5,2,NO.HOOKS,4706
1962,12,0,5,3,NO.HOOKS,7681
1962,12,0,10,3,NO.HOOKS,149152
1962,12,0,15,3,NO.HOOKS,72816
1962,12,0,25,3,NO.HOOKS,19220
1962,12,5,5,2,NO.HOOKS,23874
1962,12,5,10,2,NO.HOOKS,51640
1962,12,5,10,3,NO.HOOKS,19808
1962,12,5,15,3,NO.HOOKS,53284
1962,12,5,20,3,NO.HOOKS,303300
1962,12,5,25,3,NO.HOOKS,599993
